category,latitude,longitude,datazone,name
Potholes,55.83732,-4.27553,S01009915,Maxwell Park - 04
Potholes,55.851,-4.16874,S01010141,Shettleston North - 05
Potholes,55.89911,-4.34042,S01010482,Blairdardie East - 05
Potholes,55.89085,-4.1883,S01010192,Robroyston and Millerston - 07
Potholes,55.86298,-4.24259,S01010260,City Centre East - 02
Potholes,55.86666,-4.1386,S01010129,Barlanark - 07
Potholes,55.84699,-4.15279,S01010137,Shettleston North - 01
Potholes,55.81774,-4.35188,S01009785,Crookston South - 02
Potholes,55.87209,-4.28544,S01010379,Kelvingrove and University - 06
Potholes,55.87244,-4.27264,S01010298,Woodside - 02
Potholes,55.87564,-4.28251,S01010377,Kelvingrove and University - 04
Potholes,55.85215,-4.25277,S01010032,Laurieston and Tradeston - 02
Potholes,55.89732,-4.23724,S01010335,Milton East - 01
Potholes,55.87118,-4.32255,S01010391,Glasgow Harbour and Partick South - 04
Potholes,55.85894,-4.33828,S01009836,Drumoyne and Shieldhall - 04
Potholes,55.84809,-4.2613,S01010032,Laurieston and Tradeston - 02
Potholes,55.89274,-4.22919,S01010209,Springburn - 01
Potholes,55.8578,-4.19869,S01010247,Carntyne West and Haghill - 06
Potholes,55.89385,-4.38235,S01010446,Yoker North - 04
Potholes,55.8428,-4.34281,S01009807,Cardonald South and East - 02
Potholes,55.88705,-4.23886,S01010215,Springburn East and Cowlairs - 02
Potholes,55.84821,-4.15627,S01010137,Shettleston North - 01
Potholes,55.81803,-4.29405,S01009953,Newlands - 06
Potholes,55.82788,-4.26236,S01009904,Battlefield - 06
Potholes,55.87168,-4.32245,S01010415,Broomhill - 01
Potholes,55.85987,-4.32235,S01009841,Govan and Linthouse - 01
Potholes,55.89679,-4.25692,S01010332,Milton West - 03
Potholes,55.85328,-4.26361,S01010032,Laurieston and Tradeston - 02
Potholes,55.87619,-4.35011,S01010436,Scotstoun South and West - 05
Potholes,55.89005,-4.18467,S01010193,Robroyston and Millerston - 08
Potholes,55.84969,-4.27666,S01009871,Kingston West and Dumbreck - 01
Potholes,55.84972,-4.27671,S01009871,Kingston West and Dumbreck - 01
Potholes,55.85364,-4.26568,S01010032,Laurieston and Tradeston - 02
Potholes,55.80987,-4.29891,S01009947,Carnwadric East - 04
Potholes,55.85517,-4.26283,S01010032,Laurieston and Tradeston - 02
Potholes,55.89694,-4.23744,S01010335,Milton East - 01
Potholes,55.87221,-4.33781,S01010424,Whiteinch - 02
Potholes,55.85583,-4.12865,S01010123,Barlanark - 01
Potholes,55.85262,-4.13085,S01010097,Garrowhill West - 04
Potholes,55.85717,-4.13206,S01010123,Barlanark - 01
Potholes,55.8081,-4.21522,S01009983,Glenwood North - 04
Potholes,55.86672,-4.19901,S01010241,Alexandra Parade - 03
Potholes,55.81813,-4.34412,S01009775,Nitshill - 01
Potholes,55.8273,-4.29368,S01009935,Pollokshaws - 03
Potholes,55.8451,-4.25497,S01010033,Laurieston and Tradeston - 03
Potholes,55.84489,-4.25974,S01010033,Laurieston and Tradeston - 03
Potholes,55.8754,-4.21398,S01010225,Sighthill - 01
Potholes,55.86949,-4.20015,S01010173,Riddrie and Hogganfield - 02
Potholes,55.87269,-4.21538,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Potholes,55.86425,-4.28597,S01010287,Finnieston and Kelvinhaugh - 06
Potholes,55.86191,-4.2268,S01010236,Dennistoun North - 03
Pavements/footpaths,55.87943,-4.3153,S01010398,Partickhill and Hyndland - 02
Potholes,55.8691,-4.25005,S01010261,City Centre East - 03
Potholes,55.89172,-4.25461,S01010325,Possil Park - 03
Potholes,55.89575,-4.20689,S01010198,Balornock - 05
Potholes,55.83545,-4.12158,S01010091,Baillieston East - 04
Potholes,55.8749,-4.29518,S01010407,Dowanhill - 05
Potholes,55.87255,-4.33987,S01010424,Whiteinch - 02
Potholes,55.89729,-4.37722,S01010444,Yoker North - 02
Potholes,55.87624,-4.2599,S01010297,Woodside - 01
Potholes,55.9067,-4.31424,S01010347,Summerston North - 02
Potholes,55.87485,-4.26127,S01010301,Firhill - 01
Potholes,55.81282,-4.30871,S01009945,Carnwadric East - 02
Potholes,55.87747,-4.35421,S01010436,Scotstoun South and West - 05
Potholes,55.87319,-4.32539,S01010415,Broomhill - 01
Potholes,55.86803,-4.29765,S01010284,Finnieston and Kelvinhaugh - 03
Potholes,55.84719,-4.26676,S01010032,Laurieston and Tradeston - 02
Potholes,55.81823,-4.26015,S01010008,Cathcart - 04
Potholes,55.80251,-4.33159,S01009761,Darnley East - 04
Potholes,55.83355,-4.15941,S01010071,Shettleston South - 03
Potholes,55.88554,-4.21707,S01010201,Barmulloch - 03
Potholes,55.88681,-4.24538,S01010328,Possil Park - 06
Potholes,55.86896,-4.23307,S01010231,"Roystonhill, Blochairn, and Provanmill - 04"
Potholes,55.89271,-4.18675,S01010193,Robroyston and Millerston - 08
Potholes,55.86885,-4.25067,S01010297,Woodside - 01
Potholes,55.89049,-4.20443,S01010200,Barmulloch - 02
Potholes,55.89006,-4.20383,S01010200,Barmulloch - 02
Potholes,55.87707,-4.12927,S01010117,"Garthamlock, Auchinlea and Gartloch - 05"
Potholes,55.80391,-4.22948,S01009981,Glenwood North - 02
Potholes,55.80822,-4.34085,S01009765,Darnley North - 02
Potholes,55.88,-4.32434,S01010417,Broomhill - 03
Potholes,55.82284,-4.33083,S01009937,Pollokshaws - 05
Potholes,55.82284,-4.33083,S01009937,Pollokshaws - 05
Potholes,55.82433,-4.35305,S01009786,Crookston South - 03
Potholes,55.83561,-4.27153,S01009909,Strathbungo - 05
Potholes,55.86391,-4.23716,S01010262,City Centre East - 04
Pavements/footpaths,55.88538,-4.37185,S01010438,Yoker South - 02
Potholes,55.88575,-4.20137,S01010185,Blackhill and Barmulloch East - 07
Potholes,55.84547,-4.34509,S01009806,Cardonald South and East - 01
Potholes,55.84326,-4.24269,S01010023,Gorbals and Hutchesontown - 01
Potholes,55.85803,-4.25264,S01010265,City Centre East - 07
Potholes,55.8444,-4.1804,S01010059,Parkhead East and Braidfauld North - 04
Potholes,55.82806,-4.16875,S01010071,Shettleston South - 03
Potholes,55.8427,-4.3659,S01009818,Cardonald West and Central - 04
Potholes,55.85356,-4.24653,S01010264,City Centre East - 06
Potholes,55.84632,-4.12444,S01010084,Baillieston West - 02
Potholes,55.8553,-4.32978,S01009835,Drumoyne and Shieldhall - 03
Potholes,55.82755,-4.28888,S01009922,Shawlands West - 04
Potholes,55.86213,-4.23654,S01010262,City Centre East - 04
Potholes,55.91765,-4.36496,S01010492,Drumchapel North - 02
Potholes,55.82871,-4.28826,S01009918,Maxwell Park - 07
Potholes,55.83801,-4.25709,S01009890,Govanhill West - 04
Potholes,55.89731,-4.20702,S01010198,Balornock - 05
Potholes,55.90887,-4.27083,S01010345,Summerston Central and West - 06
Potholes,55.91588,-4.27182,S01010345,Summerston Central and West - 06
Potholes,55.89706,-4.37709,S01010444,Yoker North - 02
Potholes,55.89611,-4.33533,S01010471,Anniesland West - 02
Potholes,55.83156,-4.25693,S01009904,Battlefield - 06
Potholes,55.86011,-4.27881,S01010276,Anderston - 01
Potholes,55.84839,-4.33276,S01009850,Craigton - 03
Potholes,55.82625,-4.25904,S01010011,Mount Florida - 01
Potholes,55.87589,-4.22144,S01010225,Sighthill - 01
Potholes,55.84718,-4.25431,S01010033,Laurieston and Tradeston - 03
Potholes,55.88998,-4.20635,S01010194,Balornock - 01
Potholes,55.88489,-4.2879,S01010322,Ruchill - 08
Potholes,55.88731,-4.28779,S01010358,Wyndford - 01
Potholes,55.79086,-4.2355,S01009969,Carmunnock South - 01
Potholes,55.84571,-4.25896,S01010033,Laurieston and Tradeston - 03
Potholes,55.88263,-4.27922,S01010318,Ruchill - 04
Potholes,55.85986,-4.34776,S01009833,Drumoyne and Shieldhall - 01
Potholes,55.85145,-4.19738,S01010052,Parkhead West and Barrowfield - 04
Potholes,55.83045,-4.15691,S01010071,Shettleston South - 03
Potholes,55.84928,-4.19725,S01010051,Parkhead West and Barrowfield - 03
Potholes,55.85061,-4.19592,S01010051,Parkhead West and Barrowfield - 03
Potholes,55.82162,-4.36465,S01009797,Pollok South and West - 06
Potholes,55.8196,-4.36871,S01009797,Pollok South and West - 06
Potholes,55.88672,-4.28464,S01010320,Ruchill - 06
Potholes,55.87565,-4.2816,S01010371,North Kelvin - 03
Potholes,55.88487,-4.20544,S01010199,Barmulloch - 01
Potholes,55.87851,-4.27846,S01010371,North Kelvin - 03
Potholes,55.87565,-4.2816,S01010371,North Kelvin - 03
Potholes,55.84025,-4.13477,S01010082,Mount Vernon North and Sandyhills - 05
Potholes,55.84146,-4.13984,S01010079,Mount Vernon North and Sandyhills - 02
Potholes,55.84956,-4.14749,S01010081,Mount Vernon North and Sandyhills - 04
Potholes,55.88665,-4.24953,S01010328,Possil Park - 06
Potholes,55.85348,-4.26575,S01010032,Laurieston and Tradeston - 02
Potholes,55.905,-4.28752,S01010348,Summerston North - 03
Potholes,55.83786,-4.30494,S01009913,Maxwell Park - 02
Potholes,55.88167,-4.20532,S01010202,Barmulloch - 04
Potholes,55.89201,-4.37318,S01010449,Knightswood West - 03
Potholes,55.90776,-4.36184,S01010491,Drumchapel North - 01
Potholes,55.8837,-4.27091,S01010316,Ruchill - 02
Potholes,55.84154,-4.16165,S01010069,Shettleston South - 01
Potholes,55.85246,-4.23493,S01010038,Calton and Gallowgate - 02
Potholes,55.85114,-4.17157,S01010142,Tollcross - 01
Potholes,55.86483,-4.27155,S01010281,Anderston - 06
Potholes,55.91597,-4.27192,S01010345,Summerston Central and West - 06
Potholes,55.89701,-4.36997,S01010447,Knightswood West - 01
Potholes,55.87794,-4.2547,S01010220,Cowlairs and Port Dundas - 02
Potholes,55.81897,-4.24535,S01009998,Kingspark South - 06
Potholes,55.86737,-4.27105,S01010266,City Centre West - 01
Pavements/footpaths,55.81809,-4.30104,S01009954,Newlands - 07
Potholes,55.83186,-4.17396,S01010071,Shettleston South - 03
Potholes,55.84729,-4.2319,S01010042,Bridgeton - 01
Potholes,55.83157,-4.34036,S01009799,Pollok North and East - 01
Potholes,55.80279,-4.33218,S01009761,Darnley East - 04
Pavements/footpaths,55.86509,-4.27174,S01010281,Anderston - 06
Potholes,55.8519,-4.35299,S01009812,Cardonald North - 03
Pavements/footpaths,55.84433,-4.19186,S01010067,Braidfauld - 07
Potholes,55.81063,-4.35495,S01009769,Darnley West - 02
Potholes,55.87414,-4.28196,S01010376,Kelvingrove and University - 03
Pavements/footpaths,55.86363,-4.31119,S01009860,Ibrox - 02
Potholes,55.92657,-4.28824,S01010345,Summerston Central and West - 06
Pavements/footpaths,55.85433,-4.32198,S01009842,Govan and Linthouse - 02
Potholes,55.83093,-4.25744,S01009904,Battlefield - 06
Potholes,55.84543,-4.25052,S01010033,Laurieston and Tradeston - 03
Potholes,55.84974,-4.34234,S01009851,Craigton - 04
Potholes,55.8388,-4.3204,S01009852,Mosspark - 01
Potholes,55.84162,-4.32848,S01009858,Mosspark - 07
Potholes,55.88536,-4.30376,S01010367,Kelvindale - 05
Potholes,55.88226,-4.30374,S01010412,Kelvinside and Jordanhill - 05
Potholes,55.8461,-4.26127,S01010034,Laurieston and Tradeston - 04
Potholes,55.8461,-4.25933,S01010034,Laurieston and Tradeston - 04
Potholes,55.85174,-4.25919,S01010035,Laurieston and Tradeston - 05
Potholes,55.84548,-4.25515,S01010033,Laurieston and Tradeston - 03
Potholes,55.84537,-4.25131,S01010033,Laurieston and Tradeston - 03
Potholes,55.84514,-4.25497,S01010030,Gorbals and Hutchesontown - 08
Potholes,55.84507,-4.25497,S01010033,Laurieston and Tradeston - 03
Potholes,55.85046,-4.25731,S01010034,Laurieston and Tradeston - 04
Potholes,55.85027,-4.25409,S01010034,Laurieston and Tradeston - 04
Potholes,55.84498,-4.25487,S01010033,Laurieston and Tradeston - 03
Pavements/footpaths,55.86376,-4.31213,S01009860,Ibrox - 02
Potholes,55.82975,-4.24796,S01010021,Toryglen and Oatlands - 06
Potholes,55.84263,-4.32733,S01009857,Mosspark - 06
Potholes,55.84575,-4.35562,S01009820,Cardonald West and Central - 06
Potholes,55.84031,-4.32957,S01009858,Mosspark - 07
Potholes,55.83916,-4.32139,S01009852,Mosspark - 01
Potholes,55.82199,-4.36301,S01009797,Pollok South and West - 06
Potholes,55.86308,-4.24058,S01010259,City Centre East - 01
Potholes,55.81079,-4.27737,S01009959,Muirend and Old Cathcart - 01
Potholes,55.85731,-4.34122,S01009836,Drumoyne and Shieldhall - 04
Potholes,55.83975,-4.34661,S01009800,Pollok North and East - 02
Potholes,55.82615,-4.349,S01009786,Crookston South - 03
Potholes,55.83969,-4.2611,S01009892,Govanhill West - 06
Potholes,55.81618,-4.23539,S01009993,Kingspark South - 01
Potholes,55.86363,-4.31094,S01009860,Ibrox - 02
Potholes,55.87308,-4.32911,S01010391,Glasgow Harbour and Partick South - 04
Pavements/footpaths,55.87651,-4.30231,S01010401,Partickhill and Hyndland - 05
Potholes,55.83664,-4.35444,S01009800,Pollok North and East - 02
Potholes,55.81337,-4.27805,S01009959,Muirend and Old Cathcart - 01
Potholes,55.85265,-4.15463,S01010131,Greenfield - 01
Potholes,55.8518,-4.25288,S01010034,Laurieston and Tradeston - 04
Potholes,55.84809,-4.2613,S01010032,Laurieston and Tradeston - 02
Potholes,55.89602,-4.33542,S01010471,Anniesland West - 02
Potholes,55.84573,-4.25882,S01010033,Laurieston and Tradeston - 03
Potholes,55.84736,-4.21228,S01010053,Parkhead West and Barrowfield - 05
Potholes,55.82637,-4.28274,S01009926,Shawlands East - 04
Potholes,55.8472,-4.22666,S01010043,Bridgeton - 02
Potholes,55.86706,-4.19937,S01010241,Alexandra Parade - 03
Potholes,55.90206,-4.29791,S01010347,Summerston North - 02
Potholes,55.82409,-4.36335,S01009797,Pollok South and West - 06
Potholes,55.87154,-4.31667,S01010390,Glasgow Harbour and Partick South - 03
Potholes,55.86032,-4.24937,S01010265,City Centre East - 07
Potholes,55.84297,-4.27763,S01009877,Pollokshields West - 03
Potholes,55.89653,-4.23124,S01010214,Springburn East and Cowlairs - 01
Potholes,55.81255,-4.30899,S01009945,Carnwadric East - 02
Potholes,55.81178,-4.34087,S01009782,Nitshill - 08
Potholes,55.83134,-4.2787,S01009909,Strathbungo - 05
Potholes,55.88416,-4.28097,S01010319,Ruchill - 05
Potholes,55.86685,-4.12851,S01010122,North Barlanark and Easterhouse South - 05
Potholes,55.80309,-4.33281,S01009761,Darnley East - 04
Potholes,55.83601,-4.27404,S01009908,Strathbungo - 04
Potholes,55.82017,-4.25046,S01010004,Kingspark North - 06
Potholes,55.87036,-4.25122,S01010261,City Centre East - 03
Potholes,55.86107,-4.15881,S01010159,"Cranhill, Lightburn and Queenslie South - 04"
Pavements/footpaths,55.83273,-4.28088,S01009920,Shawlands West - 02
Potholes,55.79808,-4.32627,S01009758,Darnley East - 01
Potholes,55.84722,-4.1992,S01010051,Parkhead West and Barrowfield - 03
Potholes,55.81258,-4.37481,S01009776,Nitshill - 02
Potholes,55.80827,-4.37024,S01009767,Darnley North - 04
Potholes,55.80809,-4.36487,S01009769,Darnley West - 02
Potholes,55.80834,-4.37034,S01009767,Darnley North - 04
Potholes,55.79978,-4.23719,S01009975,Glenwood South - 03
Potholes,55.87039,-4.25134,S01010261,City Centre East - 03
Potholes,55.8736,-4.28438,S01010291,Woodlands - 03
Potholes,55.87345,-4.28537,S01010377,Kelvingrove and University - 04
Potholes,55.84535,-4.25313,S01010030,Gorbals and Hutchesontown - 08
Potholes,55.87105,-4.31997,S01010391,Glasgow Harbour and Partick South - 04
Potholes,55.89655,-4.23153,S01010214,Springburn East and Cowlairs - 01
Potholes,55.8408,-4.33031,S01009858,Mosspark - 07
Potholes,55.84567,-4.2726,S01009875,Pollokshields West - 01
Potholes,55.82553,-4.24261,S01010002,Kingspark North - 04
Pavements/footpaths,55.85748,-4.30104,S01009859,Ibrox - 01
Potholes,55.87556,-4.19354,S01010180,Blackhill and Barmulloch East - 02
Pavements/footpaths,55.85676,-4.30159,S01009862,Ibrox East and Cessnock - 01
Potholes,55.85243,-4.28748,S01009868,Kinning Park and Festival Park - 03
Potholes,55.8583,-4.22242,S01010252,Dennistoun - 05
Potholes,55.88942,-4.37648,S01010440,Yoker South - 04
Potholes,55.87365,-4.32943,S01010421,Victoria Park - 02
Potholes,55.8551,-4.26146,S01010032,Laurieston and Tradeston - 02
Potholes,55.85138,-4.1974,S01010052,Parkhead West and Barrowfield - 04
Potholes,55.89105,-4.36203,S01010454,Knightswood East - 05
Potholes,55.82031,-4.30102,S01009938,Pollokshaws - 06
Potholes,55.83691,-4.25701,S01009895,Govanhill East and Aikenhead - 02
Potholes,55.80401,-4.34751,S01009770,Darnley West - 03
Potholes,55.84819,-4.25517,S01010034,Laurieston and Tradeston - 04
Potholes,55.80861,-4.24614,S01009970,Carmunnock South - 02
Potholes,55.81157,-4.2714,S01009960,Muirend and Old Cathcart - 02
Potholes,55.80941,-4.27153,S01009960,Muirend and Old Cathcart - 02
Potholes,55.88127,-4.22199,S01010205,Petershill - 03
Potholes,55.86264,-4.26585,S01010275,City Centre South - 04
Potholes,55.88233,-4.27073,S01010314,Keppochhill - 06
Potholes,55.87433,-4.0934,S01010109,Easterhouse East - 05
Potholes,55.8749,-4.15211,S01010116,"Garthamlock, Auchinlea and Gartloch - 04"
Potholes,55.85985,-4.27058,S01010277,Anderston - 02
Potholes,55.8488,-4.30986,S01009873,Kingston West and Dumbreck - 03
Potholes,55.88707,-4.20114,S01010200,Barmulloch - 02
Potholes,55.80542,-4.23155,S01009980,Glenwood North - 01
Potholes,55.87357,-4.15171,S01010166,Craigend and Ruchazie - 02
Potholes,55.8679,-4.27634,S01010289,Woodlands - 01
Potholes,55.84211,-4.16252,S01010072,Shettleston South - 04
Potholes,55.85185,-4.19114,S01010057,Parkhead East and Braidfauld North - 02
Potholes,55.8441,-4.1761,S01010063,Braidfauld - 03
Potholes,55.88394,-4.25469,S01010326,Possil Park - 04
Pavements/footpaths,55.83004,-4.35351,S01009805,Pollok North and East - 07
Potholes,55.84604,-4.27494,S01009875,Pollokshields West - 01
Potholes,55.8488,-4.26023,S01010034,Laurieston and Tradeston - 04
Potholes,55.83358,-4.26591,S01009909,Strathbungo - 05
Potholes,55.86292,-4.24489,S01010259,City Centre East - 01
Potholes,55.81851,-4.2569,S01010010,Cathcart - 06
Potholes,55.86355,-4.33089,S01009839,Drumoyne and Shieldhall - 07
Potholes,55.86125,-4.33172,S01009838,Drumoyne and Shieldhall - 06
Potholes,55.86156,-4.33208,S01009838,Drumoyne and Shieldhall - 06
Pavements/footpaths,55.86405,-4.31977,S01009847,Govan and Linthouse - 07
Potholes,55.90407,-4.34077,S01010483,Blairdardie East - 06
Potholes,55.81897,-4.24607,S01009998,Kingspark South - 06
Potholes,55.81897,-4.3725,S01009793,Pollok South and West - 02
Potholes,55.88367,-4.25435,S01010311,Keppochhill - 03
Pavements/footpaths,55.84864,-4.37145,S01009827,Penilee - 06
Pavements/footpaths,55.867,-4.27341,S01010289,Woodlands - 01
Pavements/footpaths,55.85405,-4.2689,S01010036,Laurieston and Tradeston - 06
Potholes,55.81405,-4.30293,S01009947,Carnwadric East - 04
Potholes,55.86292,-4.2784,S01010283,Finnieston and Kelvinhaugh - 02
Potholes,55.88061,-4.17974,S01010182,Blackhill and Barmulloch East - 04
Potholes,55.84809,-4.26139,S01010032,Laurieston and Tradeston - 02
Potholes,55.87124,-4.3149,S01010388,Glasgow Harbour and Partick South - 01
Potholes,55.86249,-4.19202,S01010247,Carntyne West and Haghill - 06
Potholes,55.87152,-4.31666,S01010390,Glasgow Harbour and Partick South - 03
Pavements/footpaths,55.8655,-4.26435,S01010271,City Centre West - 06
Potholes,55.87237,-4.31648,S01010395,Partick - 03
Potholes,55.81298,-4.2681,S01009962,Muirend and Old Cathcart - 04
Potholes,55.86073,-4.28303,S01010283,Finnieston and Kelvinhaugh - 02
Potholes,55.82755,-4.26582,S01009904,Battlefield - 06
Potholes,55.80823,-4.25343,S01009965,Carmunnock North - 01
Potholes,55.89558,-4.19634,S01010191,Robroyston and Millerston - 06
Potholes,55.86882,-4.26696,S01010297,Woodside - 01
Potholes,55.84837,-4.35261,S01009814,Cardonald North - 05
Potholes,55.85649,-4.2389,S01010257,Gallowgate North and Bellgrove - 04
Potholes,55.83507,-4.27039,S01009909,Strathbungo - 05
Pavements/footpaths,55.88561,-4.35053,S01010463,Knightswood Park East - 04
Potholes,55.87708,-4.30733,S01010400,Partickhill and Hyndland - 04
Potholes,55.87877,-4.31247,S01010399,Partickhill and Hyndland - 03
Potholes,55.85933,-4.23239,S01010257,Gallowgate North and Bellgrove - 04
Potholes,55.82526,-4.26947,S01009901,Battlefield - 03
Potholes,55.86973,-4.26779,S01010297,Woodside - 01
Potholes,55.88122,-4.28254,S01010317,Ruchill - 03
Potholes,55.82716,-4.28823,S01009922,Shawlands West - 04
Potholes,55.89718,-4.2981,S01010346,Summerston North - 01
Potholes,55.87819,-4.30429,S01010404,Dowanhill - 02
Potholes,55.80937,-4.27156,S01009960,Muirend and Old Cathcart - 02
Potholes,55.8532,-4.29826,S01009862,Ibrox East and Cessnock - 01
Potholes,55.8451,-4.35567,S01009820,Cardonald West and Central - 06
Potholes,55.81142,-4.27096,S01009960,Muirend and Old Cathcart - 02
Potholes,55.8338,-4.27479,S01009909,Strathbungo - 05
Potholes,55.86767,-4.27458,S01010289,Woodlands - 01
Potholes,55.85186,-4.17989,S01010146,Tollcross - 05
Potholes,55.88014,-4.3514,S01010429,Scotstoun North and East - 03
Potholes,55.86012,-4.27261,S01010277,Anderston - 02
Potholes,55.87963,-4.2719,S01010305,Firhill - 05
Potholes,55.88711,-4.28803,S01010321,Ruchill - 07
Potholes,55.89341,-4.29696,S01010356,Maryhill West - 03
Potholes,55.89609,-4.29889,S01010357,Maryhill West - 04
Potholes,55.80985,-4.27252,S01009960,Muirend and Old Cathcart - 02
Potholes,55.80822,-4.32516,S01009940,Carnwadric West - 02
Potholes,55.82108,-4.36635,S01009797,Pollok South and West - 06
Potholes,55.84641,-4.2551,S01010033,Laurieston and Tradeston - 03
Potholes,55.80708,-4.34595,S01009767,Darnley North - 04
Potholes,55.86654,-4.27084,S01010266,City Centre West - 01
Potholes,55.84324,-4.29292,S01009879,Pollokshields West - 05
Pavements/footpaths,55.89521,-4.24345,S01010335,Milton East - 01
Potholes,55.88377,-4.26526,S01010313,Keppochhill - 05
Potholes,55.87574,-4.29884,S01010374,Kelvingrove and University - 01
Potholes,55.92654,-4.28855,S01010345,Summerston Central and West - 06
Potholes,55.88715,-4.24031,S01010224,Cowlairs and Port Dundas - 06
Potholes,55.84872,-4.34805,S01009811,Cardonald North - 02
Potholes,55.8514,-4.16065,S01010139,Shettleston North - 03
Potholes,55.8755,-4.29798,S01010374,Kelvingrove and University - 01
Potholes,55.87174,-4.31845,S01010390,Glasgow Harbour and Partick South - 03
Potholes,55.81682,-4.22893,S01009997,Kingspark South - 05
Potholes,55.85993,-4.34782,S01009833,Drumoyne and Shieldhall - 01
Potholes,55.83001,-4.36324,S01009794,Pollok South and West - 03
Potholes,55.82958,-4.36435,S01009796,Pollok South and West - 05
Potholes,55.82026,-4.36782,S01009797,Pollok South and West - 06
Potholes,55.82205,-4.36335,S01009797,Pollok South and West - 06
Potholes,55.82018,-4.3679,S01009797,Pollok South and West - 06
Potholes,55.84462,-4.30957,S01009874,Kingston West and Dumbreck - 04
Potholes,55.81904,-4.36962,S01009793,Pollok South and West - 02
Potholes,55.8344,-4.336,S01009799,Pollok North and East - 01
Potholes,55.822,-4.36299,S01009797,Pollok South and West - 06
Potholes,55.84256,-4.30904,S01009874,Kingston West and Dumbreck - 04
Potholes,55.83256,-4.33723,S01009799,Pollok North and East - 01
Potholes,55.83181,-4.33864,S01009854,Mosspark - 03
Potholes,55.87656,-4.24742,S01010221,Cowlairs and Port Dundas - 03
Potholes,55.85097,-4.24968,S01010032,Laurieston and Tradeston - 02
Potholes,55.81998,-4.26063,S01010005,Cathcart - 01
Potholes,55.87366,-4.24481,S01010220,Cowlairs and Port Dundas - 02
Potholes,55.82786,-4.26246,S01010015,Mount Florida - 05
Potholes,55.82023,-4.27273,S01009958,Merrylee and Millbrae - 04
Pavements/footpaths,55.82232,-4.24847,S01010012,Mount Florida - 02
Potholes,55.83333,-4.3364,S01009799,Pollok North and East - 01
Potholes,55.82077,-4.36707,S01009797,Pollok South and West - 06
Potholes,55.81914,-4.36965,S01009793,Pollok South and West - 02
Potholes,55.81906,-4.36982,S01009793,Pollok South and West - 02
Potholes,55.83334,-4.33637,S01009799,Pollok North and East - 01
Pavements/footpaths,55.83379,-4.33626,S01009799,Pollok North and East - 01
Potholes,55.83445,-4.33602,S01009799,Pollok North and East - 01
Potholes,55.8344,-4.33603,S01009799,Pollok North and East - 01
Pavements/footpaths,55.89538,-4.29199,S01010354,Maryhill West - 01
Pavements/footpaths,55.89857,-4.32795,S01010472,Anniesland West - 03
Potholes,55.88015,-4.23176,S01010208,Petershill - 06
Potholes,55.82156,-4.26125,S01010005,Cathcart - 01
Potholes,55.92237,-4.27753,S01010345,Summerston Central and West - 06
Potholes,55.83001,-4.23166,S01010019,Toryglen and Oatlands - 04
Pavements/footpaths,55.8872,-4.23176,S01010217,Springburn East and Cowlairs - 04
Potholes,55.87074,-4.21024,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Potholes,55.87447,-4.20669,S01010228,"Roystonhill, Blochairn, and Provanmill - 01"
Potholes,55.8278,-4.26329,S01009904,Battlefield - 06
Potholes,55.86668,-4.25666,S01010271,City Centre West - 06
Potholes,55.82792,-4.26085,S01009904,Battlefield - 06
Potholes,55.87452,-4.15208,S01010116,"Garthamlock, Auchinlea and Gartloch - 04"
Potholes,55.84669,-4.32837,S01009850,Craigton - 03
Potholes,55.8406,-4.2786,S01009912,Maxwell Park - 01
Potholes,55.78489,-4.25056,S01009969,Carmunnock South - 01
Potholes,55.85985,-4.27052,S01010277,Anderston - 02
Potholes,55.81972,-4.3037,S01009938,Pollokshaws - 06
Pavements/footpaths,55.80717,-4.32791,S01009760,Darnley East - 03
Potholes,55.8633,-4.21652,S01010237,Dennistoun North - 04
Potholes,55.85894,-4.19318,S01010148,Old Shettleston and Parkhead North - 02
Pavements/footpaths,55.80861,-4.24526,S01009970,Carmunnock South - 02
Potholes,55.86994,-4.31468,S01010388,Glasgow Harbour and Partick South - 01
Potholes,55.84049,-4.28368,S01009912,Maxwell Park - 01
Potholes,55.84861,-4.32748,S01009851,Craigton - 04
Potholes,55.85267,-4.29416,S01009870,Kinning Park and Festival Park - 05
Potholes,55.81036,-4.34831,S01009767,Darnley North - 04
Pavements/footpaths,55.89038,-4.36915,S01010449,Knightswood West - 03
Potholes,55.88945,-4.37647,S01010440,Yoker South - 04
Potholes,55.87764,-4.3115,S01010399,Partickhill and Hyndland - 03
Potholes,55.83527,-4.24436,S01010021,Toryglen and Oatlands - 06
Potholes,55.90258,-4.25145,S01010336,Milton East - 02
Potholes,55.82449,-4.34623,S01009786,Crookston South - 03
Potholes,55.81316,-4.24598,S01009968,Carmunnock North - 04
Potholes,55.8088,-4.22341,S01009981,Glenwood North - 02
Potholes,55.88441,-4.26506,S01010313,Keppochhill - 05
Potholes,55.82727,-4.25919,S01010015,Mount Florida - 05
Potholes,55.89367,-4.19576,S01010191,Robroyston and Millerston - 06
Potholes,55.89696,-4.23733,S01010335,Milton East - 01
Potholes,55.82988,-4.36319,S01009795,Pollok South and West - 04
Potholes,55.82985,-4.36319,S01009795,Pollok South and West - 04
Potholes,55.84338,-4.21572,S01010046,Dalmarnock - 01
Pavements/footpaths,55.89544,-4.29195,S01010354,Maryhill West - 01
