category,latitude,longitude,datazone,name
Pavements/footpaths,55.82819,-4.36231,S01009795,Pollok South and West - 04
Potholes,55.80488,-4.21761,S01009985,Glenwood North - 06
Potholes,55.88135,-4.3053,S01010403,Dowanhill - 01
Potholes,55.82915,-4.24684,S01010021,Toryglen and Oatlands - 06
Potholes,55.84994,-4.31107,S01009864,Ibrox East and Cessnock - 03
Potholes,55.81527,-4.28908,S01009950,Newlands - 03
Potholes,55.86572,-4.24858,S01010270,City Centre West - 05
Potholes,55.87514,-4.3278,S01010421,Victoria Park - 02
Potholes,55.88213,-4.32604,S01010416,Broomhill - 02
Potholes,55.82644,-4.28669,S01009922,Shawlands West - 04
Potholes,55.8415,-4.13677,S01010079,Mount Vernon North and Sandyhills - 02
Potholes,55.84527,-4.25511,S01010033,Laurieston and Tradeston - 03
Potholes,55.81092,-4.23535,S01009990,Castlemilk - 05
Potholes,55.81698,-4.29705,S01009948,Newlands - 01
Potholes,55.88235,-4.30344,S01010412,Kelvinside and Jordanhill - 05
Potholes,55.90441,-4.38114,S01010486,Blairdardie West - 02
Potholes,55.88377,-4.26526,S01010313,Keppochhill - 05
Potholes,55.83,-4.36326,S01009805,Pollok North and East - 07
Potholes,55.82617,-4.24551,S01010002,Kingspark North - 04
Potholes,55.82369,-4.23496,S01010001,Kingspark North - 03
Potholes,55.86103,-4.25688,S01010275,City Centre South - 04
Potholes,55.8141,-4.2359,S01009994,Kingspark South - 02
Potholes,55.88653,-4.23124,S01010212,Springburn - 04
Pavements/footpaths,55.85051,-4.27758,S01009867,Kinning Park and Festival Park - 02
Potholes,55.87256,-4.33848,S01010436,Scotstoun South and West - 05
Potholes,55.84034,-4.24826,S01010029,Gorbals and Hutchesontown - 07
Potholes,55.81156,-4.27144,S01009960,Muirend and Old Cathcart - 02
Potholes,55.85141,-4.15017,S01010131,Greenfield - 01
Potholes,55.85874,-4.26108,S01010273,City Centre South - 02
Pavements/footpaths,55.89157,-4.31096,S01010363,Kelvindale - 01
Potholes,55.81591,-4.3227,S01009937,Pollokshaws - 05
Pavements/footpaths,55.85844,-4.25723,S01010275,City Centre South - 04
Potholes,55.8159,-4.26481,S01009955,Merrylee and Millbrae - 01
Potholes,55.84633,-4.2355,S01010040,Calton and Gallowgate - 04
Pavements/footpaths,55.87032,-4.28658,S01010379,Kelvingrove and University - 06
Potholes,55.85601,-4.12897,S01010123,Barlanark - 01
Potholes,55.82354,-4.23498,S01010001,Kingspark North - 03
Potholes,55.84828,-4.15612,S01010137,Shettleston North - 01
Pavements/footpaths,55.83089,-4.15833,S01010071,Shettleston South - 03
Potholes,55.84208,-4.34791,S01009816,Cardonald West and Central - 02
Potholes,55.84694,-4.26487,S01010032,Laurieston and Tradeston - 02
Potholes,55.89095,-4.30917,S01010364,Kelvindale - 02
Potholes,55.86877,-4.12464,S01010114,"Garthamlock, Auchinlea and Gartloch - 02"
Pavements/footpaths,55.85398,-4.26934,S01010036,Laurieston and Tradeston - 06
Pavements/footpaths,55.85133,-4.31937,S01009843,Govan and Linthouse - 03
Potholes,55.8593,-4.23225,S01010257,Gallowgate North and Bellgrove - 04
Potholes,55.85806,-4.30735,S01009861,Ibrox - 03
Potholes,55.91103,-4.37264,S01010499,Drumry East - 04
Potholes,55.8667,-4.27142,S01010289,Woodlands - 01
Pavements/footpaths,55.82384,-4.3473,S01009787,Crookston South - 04
Potholes,55.81572,-4.30236,S01009954,Newlands - 07
Potholes,55.85672,-4.31047,S01009861,Ibrox - 03
Pavements/footpaths,55.83053,-4.35348,S01009805,Pollok North and East - 07
Potholes,55.86647,-4.27894,S01010289,Woodlands - 01
Potholes,55.88634,-4.35241,S01010451,Knightswood East - 02
Potholes,55.8606,-4.31529,S01009843,Govan and Linthouse - 03
Potholes,55.86074,-4.22478,S01010253,Dennistoun - 06
Potholes,55.8458,-4.2592,S01010034,Laurieston and Tradeston - 04
Pavements/footpaths,55.83043,-4.16379,S01010071,Shettleston South - 03
Potholes,55.88002,-4.23105,S01010208,Petershill - 06
Potholes,55.88007,-4.2314,S01010208,Petershill - 06
Potholes,55.83122,-4.26316,S01009903,Battlefield - 05
Potholes,55.92648,-4.2865,S01010345,Summerston Central and West - 06
Potholes,55.81584,-4.30089,S01009954,Newlands - 07
Potholes,55.89016,-4.37183,S01010449,Knightswood West - 03
Potholes,55.88009,-4.19645,S01010184,Blackhill and Barmulloch East - 06
Potholes,55.85969,-4.2703,S01010277,Anderston - 02
Potholes,55.832,-4.25564,S01009903,Battlefield - 05
Potholes,55.85833,-4.17659,S01010151,Old Shettleston and Parkhead North - 05
Potholes,55.84207,-4.35645,S01009820,Cardonald West and Central - 06
Potholes,55.89578,-4.29676,S01010357,Maryhill West - 04
Potholes,55.81531,-4.3022,S01009954,Newlands - 07
Potholes,55.9014,-4.33495,S01010484,Blairdardie East - 07
Potholes,55.85261,-4.13088,S01010097,Garrowhill West - 04
Potholes,55.88058,-4.30338,S01010404,Dowanhill - 02
Potholes,55.91308,-4.37382,S01010496,Drumry East - 01
Potholes,55.81073,-4.27728,S01009959,Muirend and Old Cathcart - 01
Pavements/footpaths,55.85303,-4.3189,S01009843,Govan and Linthouse - 03
Potholes,55.84833,-4.26046,S01010034,Laurieston and Tradeston - 04
Potholes,55.84824,-4.25531,S01010034,Laurieston and Tradeston - 04
Potholes,55.85076,-4.25929,S01010035,Laurieston and Tradeston - 05
Potholes,55.84535,-4.25174,S01010033,Laurieston and Tradeston - 03
Potholes,55.81666,-4.27089,S01009955,Merrylee and Millbrae - 01
Pavements/footpaths,55.89512,-4.37032,S01010448,Knightswood West - 02
Potholes,55.86145,-4.26232,S01010275,City Centre South - 04
Potholes,55.80164,-4.32854,S01009760,Darnley East - 03
Potholes,55.85108,-4.11112,S01010093,Baillieston East - 06
Pavements/footpaths,55.87483,-4.29394,S01010407,Dowanhill - 05
Potholes,55.80002,-4.25842,S01009972,Carmunnock South - 04
Potholes,55.87646,-4.30382,S01010401,Partickhill and Hyndland - 05
Potholes,55.86141,-4.10792,S01010104,Garrowhill East and Swinton - 05
Pavements/footpaths,55.81875,-4.27536,S01009955,Merrylee and Millbrae - 01
Potholes,55.81891,-4.24544,S01009998,Kingspark South - 06
Potholes,55.83499,-4.27294,S01009911,Strathbungo - 07
Potholes,55.88083,-4.3033,S01010403,Dowanhill - 01
Potholes,55.84417,-4.26178,S01010033,Laurieston and Tradeston - 03
Potholes,55.87068,-4.19857,S01010173,Riddrie and Hogganfield - 02
Potholes,55.87734,-4.31292,S01010398,Partickhill and Hyndland - 02
Potholes,55.86992,-4.2515,S01010261,City Centre East - 03
Potholes,55.85951,-4.23381,S01010257,Gallowgate North and Bellgrove - 04
Potholes,55.7982,-4.32857,S01009758,Darnley East - 01
Potholes,55.86403,-4.13558,S01010120,North Barlanark and Easterhouse South - 03
Potholes,55.86584,-4.13135,S01010120,North Barlanark and Easterhouse South - 03
Potholes,55.79658,-4.24923,S01009972,Carmunnock South - 04
Potholes,55.86521,-4.26501,S01010271,City Centre West - 06
Potholes,55.84016,-4.26615,S01009882,Pollokshields East - 02
Potholes,55.85601,-4.24054,S01010039,Calton and Gallowgate - 03
Potholes,55.83963,-4.35095,S01009800,Pollok North and East - 02
Potholes,55.84355,-4.34319,S01009807,Cardonald South and East - 02
Potholes,55.88767,-4.31749,S01010467,Anniesland East - 03
Potholes,55.89516,-4.31957,S01010466,Anniesland East - 02
Potholes,55.87702,-4.30677,S01010400,Partickhill and Hyndland - 04
Potholes,55.85194,-4.35291,S01009812,Cardonald North - 03
Potholes,55.89013,-4.18799,S01010192,Robroyston and Millerston - 07
Potholes,55.87992,-4.26943,S01010314,Keppochhill - 06
Potholes,55.89702,-4.23748,S01010335,Milton East - 01
Potholes,55.89082,-4.1883,S01010192,Robroyston and Millerston - 07
Potholes,55.84258,-4.21755,S01010053,Parkhead West and Barrowfield - 05
Potholes,55.81826,-4.30201,S01009954,Newlands - 07
Potholes,55.82261,-4.3288,S01009937,Pollokshaws - 05
Potholes,55.83999,-4.26624,S01009882,Pollokshields East - 02
Potholes,55.86885,-4.25059,S01010297,Woodside - 01
Pavements/footpaths,55.85537,-4.1097,S01010101,Garrowhill East and Swinton - 02
Potholes,55.86066,-4.28214,S01010283,Finnieston and Kelvinhaugh - 02
Potholes,55.86017,-4.28132,S01010283,Finnieston and Kelvinhaugh - 02
Potholes,55.83801,-4.33138,S01009853,Mosspark - 02
Potholes,55.81733,-4.26224,S01010009,Cathcart - 05
Potholes,55.85328,-4.26345,S01010032,Laurieston and Tradeston - 02
Potholes,55.85653,-4.25967,S01010273,City Centre South - 02
Potholes,55.84352,-4.3448,S01009807,Cardonald South and East - 02
Potholes,55.89437,-4.34041,S01010477,Anniesland West - 08
Potholes,55.86139,-4.28519,S01010283,Finnieston and Kelvinhaugh - 02
Potholes,55.88278,-4.21085,S01010201,Barmulloch - 03
Potholes,55.86138,-4.28558,S01010283,Finnieston and Kelvinhaugh - 02
Pavements/footpaths,55.90111,-4.28696,S01010342,Summerston Central and West - 03
Potholes,55.80652,-4.21797,S01009985,Glenwood North - 06
Potholes,55.84472,-4.34592,S01009806,Cardonald South and East - 01
Potholes,55.83977,-4.33475,S01009808,Cardonald South and East - 03
Potholes,55.84311,-4.32696,S01009857,Mosspark - 06
Potholes,55.84339,-4.34511,S01009807,Cardonald South and East - 02
Potholes,55.87839,-4.34754,S01010429,Scotstoun North and East - 03
Potholes,55.87108,-4.27881,S01010290,Woodlands - 02
Potholes,55.8436,-4.26846,S01009883,Pollokshields East - 03
Potholes,55.85502,-4.11523,S01010093,Baillieston East - 06
Potholes,55.87833,-4.2878,S01010371,North Kelvin - 03
Potholes,55.87555,-4.31867,S01010394,Partick - 02
Potholes,55.84288,-4.11312,S01010088,Baillieston East - 01
Potholes,55.86001,-4.34764,S01009833,Drumoyne and Shieldhall - 01
Potholes,55.8457,-4.35969,S01009832,Hillington - 04
Potholes,55.89132,-4.34621,S01010464,Knightswood Park East - 05
Potholes,55.80771,-4.34804,S01009767,Darnley North - 04
Potholes,55.81857,-4.30227,S01009954,Newlands - 07
Potholes,55.86783,-4.23581,S01010262,City Centre East - 04
Potholes,55.84463,-4.21982,S01010047,Dalmarnock - 02
Potholes,55.82799,-4.3632,S01009795,Pollok South and West - 04
Potholes,55.84433,-4.25938,S01010033,Laurieston and Tradeston - 03
Potholes,55.82204,-4.34289,S01009775,Nitshill - 01
Potholes,55.83659,-4.27318,S01009908,Strathbungo - 04
Potholes,55.83512,-4.26337,S01009905,Strathbungo - 01
Potholes,55.87477,-4.18317,S01010182,Blackhill and Barmulloch East - 04
Potholes,55.80841,-4.32609,S01009940,Carnwadric West - 02
Potholes,55.86728,-4.26631,S01010268,City Centre West - 03
Potholes,55.82787,-4.23943,S01010020,Toryglen and Oatlands - 05
Potholes,55.86865,-4.2733,S01010290,Woodlands - 02
Potholes,55.81815,-4.28735,S01009951,Newlands - 04
Potholes,55.86775,-4.27465,S01010289,Woodlands - 01
Potholes,55.87167,-4.32239,S01010415,Broomhill - 01
Potholes,55.87789,-4.25456,S01010220,Cowlairs and Port Dundas - 02
Potholes,55.86803,-4.29765,S01010284,Finnieston and Kelvinhaugh - 03
Potholes,55.84445,-4.35225,S01009819,Cardonald West and Central - 05
Potholes,55.87252,-4.25811,S01010297,Woodside - 01
Potholes,55.80251,-4.33159,S01009761,Darnley East - 04
Potholes,55.89046,-4.20435,S01010200,Barmulloch - 02
Potholes,55.85779,-4.26988,S01010272,City Centre South - 01
Potholes,55.8495,-4.24551,S01010025,Gorbals and Hutchesontown - 03
Potholes,55.89605,-4.32073,S01010466,Anniesland East - 02
Potholes,55.86318,-4.27109,S01010281,Anderston - 06
Potholes,55.88935,-4.35183,S01010463,Knightswood Park East - 04
Potholes,55.84353,-4.34545,S01009806,Cardonald South and East - 01
Potholes,55.85167,-4.35707,S01009831,Hillington - 03
Potholes,55.83154,-4.25662,S01009904,Battlefield - 06
Potholes,55.85325,-4.17199,S01010147,Old Shettleston and Parkhead North - 01
Potholes,55.84571,-4.18332,S01010059,Parkhead East and Braidfauld North - 04
Potholes,55.84636,-4.23587,S01010040,Calton and Gallowgate - 04
Potholes,55.85349,-4.26033,S01010032,Laurieston and Tradeston - 02
Potholes,55.84568,-4.34385,S01009806,Cardonald South and East - 01
Potholes,55.84581,-4.2741,S01009875,Pollokshields West - 01
Potholes,55.85533,-4.15451,S01010136,Greenfield - 06
Potholes,55.86431,-4.23761,S01010262,City Centre East - 04
Potholes,55.88999,-4.18705,S01010193,Robroyston and Millerston - 08
Potholes,55.83639,-4.253,S01009898,Govanhill East and Aikenhead - 05
Potholes,55.8813,-4.32471,S01010416,Broomhill - 02
Potholes,55.88043,-4.32416,S01010417,Broomhill - 03
Potholes,55.90537,-4.37053,S01010486,Blairdardie West - 02
Potholes,55.8883,-4.37793,S01010438,Yoker South - 02
Potholes,55.87575,-4.29967,S01010374,Kelvingrove and University - 01
Potholes,55.80996,-4.2456,S01009968,Carmunnock North - 04
Potholes,55.88463,-4.28151,S01010319,Ruchill - 05
Pavements/footpaths,55.85224,-4.25786,S01010035,Laurieston and Tradeston - 05
Potholes,55.88366,-4.2542,S01010224,Cowlairs and Port Dundas - 06
Potholes,55.78665,-4.24609,S01009969,Carmunnock South - 01
Potholes,55.89701,-4.23748,S01010335,Milton East - 01
Potholes,55.84351,-4.34516,S01009807,Cardonald South and East - 02
Potholes,55.87726,-4.30454,S01010401,Partickhill and Hyndland - 05
Potholes,55.89912,-4.34332,S01010480,Blairdardie East - 03
Pavements/footpaths,55.86419,-4.25348,S01010275,City Centre South - 04
Potholes,55.84575,-4.27388,S01009875,Pollokshields West - 01
Potholes,55.80698,-4.34561,S01009767,Darnley North - 04
Pavements/footpaths,55.84401,-4.172,S01010062,Braidfauld - 02
Potholes,55.84815,-4.33322,S01009850,Craigton - 03
Potholes,55.90356,-4.31125,S01010347,Summerston North - 02
Potholes,55.86306,-4.24348,S01010259,City Centre East - 01
Potholes,55.86493,-4.10015,S01010108,Easterhouse East - 04
Potholes,55.86487,-4.10697,S01010107,Easterhouse East - 03
Potholes,55.86115,-4.34676,S01009833,Drumoyne and Shieldhall - 01
Potholes,55.85685,-4.33966,S01009836,Drumoyne and Shieldhall - 04
Potholes,55.84348,-4.34481,S01009807,Cardonald South and East - 02
Potholes,55.84795,-4.35377,S01009821,Cardonald West and Central - 07
Potholes,55.8642,-4.15506,S01010129,Barlanark - 07
Potholes,55.8902,-4.18816,S01010192,Robroyston and Millerston - 07
Potholes,55.8527,-4.15456,S01010131,Greenfield - 01
Potholes,55.88851,-4.22862,S01010210,Springburn - 02
Potholes,55.85669,-4.34008,S01009836,Drumoyne and Shieldhall - 04
Potholes,55.84537,-4.36446,S01009818,Cardonald West and Central - 04
Potholes,55.88292,-4.36383,S01010432,Scotstoun South and West - 01
Potholes,55.84646,-4.35975,S01009832,Hillington - 04
Potholes,55.83891,-4.27552,S01009885,Pollokshields East - 05
Potholes,55.84538,-4.25913,S01010033,Laurieston and Tradeston - 03
Potholes,55.91888,-4.27462,S01010345,Summerston Central and West - 06
Potholes,55.82484,-4.34782,S01009786,Crookston South - 03
Potholes,55.8457,-4.35603,S01009820,Cardonald West and Central - 06
Potholes,55.86804,-4.25464,S01010270,City Centre West - 05
Potholes,55.87486,-4.23115,S01010222,Cowlairs and Port Dundas - 04
Potholes,55.88622,-4.22451,S01010212,Springburn - 04
Potholes,55.8178,-4.29263,S01009949,Newlands - 02
Potholes,55.86874,-4.26598,S01010297,Woodside - 01
Potholes,55.88588,-4.21736,S01010201,Barmulloch - 03
Potholes,55.88393,-4.21484,S01010201,Barmulloch - 03
Potholes,55.83488,-4.34589,S01009801,Pollok North and East - 03
Potholes,55.86547,-4.24853,S01010270,City Centre West - 05
Potholes,55.88969,-4.3085,S01010364,Kelvindale - 02
Potholes,55.82524,-4.24447,S01010002,Kingspark North - 04
Potholes,55.87988,-4.26944,S01010314,Keppochhill - 06
Potholes,55.80633,-4.21923,S01009985,Glenwood North - 06
Potholes,55.88386,-4.27008,S01010316,Ruchill - 02
Potholes,55.87225,-4.3307,S01010423,Whiteinch - 01
Potholes,55.87151,-4.33027,S01010423,Whiteinch - 01
Potholes,55.85804,-4.17673,S01010151,Old Shettleston and Parkhead North - 05
Potholes,55.85779,-4.1774,S01010151,Old Shettleston and Parkhead North - 05
Potholes,55.85885,-4.34498,S01009836,Drumoyne and Shieldhall - 04
Potholes,55.89792,-4.3006,S01010346,Summerston North - 01
Potholes,55.88211,-4.27872,S01010317,Ruchill - 03
Potholes,55.85473,-4.30423,S01009862,Ibrox East and Cessnock - 01
Potholes,55.8663,-4.17512,S01010157,"Cranhill, Lightburn and Queenslie South - 02"
Potholes,55.81895,-4.35075,S01009785,Crookston South - 02
Potholes,55.8933,-4.18204,S01010193,Robroyston and Millerston - 08
Potholes,55.82732,-4.26822,S01009904,Battlefield - 06
Potholes,55.8559,-4.24996,S01010274,City Centre South - 03
Potholes,55.8286,-4.2456,S01010021,Toryglen and Oatlands - 06
Potholes,55.8645,-4.33152,S01009847,Govan and Linthouse - 07
Potholes,55.84007,-4.34785,S01009800,Pollok North and East - 02
Potholes,55.89464,-4.37111,S01010448,Knightswood West - 02
Potholes,55.89705,-4.24293,S01010335,Milton East - 01
Potholes,55.89013,-4.18461,S01010193,Robroyston and Millerston - 08
Potholes,55.88683,-4.24492,S01010328,Possil Park - 06
Potholes,55.89476,-4.25985,S01010334,Milton West - 05
Potholes,55.8226,-4.32868,S01009937,Pollokshaws - 05
Potholes,55.82333,-4.26516,S01009899,Battlefield - 01
Potholes,55.81307,-4.27821,S01009959,Muirend and Old Cathcart - 01
Potholes,55.8641,-4.26894,S01010267,City Centre West - 02
Potholes,55.86565,-4.15369,S01010129,Barlanark - 07
Potholes,55.83146,-4.2564,S01009904,Battlefield - 06
Potholes,55.80228,-4.33024,S01009760,Darnley East - 03
Potholes,55.85212,-4.26649,S01010032,Laurieston and Tradeston - 02
Potholes,55.86482,-4.10221,S01010106,Easterhouse East - 02
Potholes,55.81265,-4.30894,S01009945,Carnwadric East - 02
Potholes,55.82681,-4.34154,S01009789,Crookston North - 02
Potholes,55.83274,-4.17339,S01010071,Shettleston South - 03
Potholes,55.86144,-4.28529,S01010283,Finnieston and Kelvinhaugh - 02
Potholes,55.87939,-4.30547,S01010403,Dowanhill - 01
Potholes,55.84475,-4.26904,S01009881,Pollokshields East - 01
Potholes,55.80761,-4.35228,S01009769,Darnley West - 02
Potholes,55.82565,-4.29306,S01009936,Pollokshaws - 04
Potholes,55.85681,-4.2633,S01010273,City Centre South - 02
Potholes,55.81602,-4.3028,S01009954,Newlands - 07
Potholes,55.80728,-4.36055,S01009772,Darnley West - 05
Potholes,55.84483,-4.34499,S01009806,Cardonald South and East - 01
Potholes,55.82668,-4.34121,S01009789,Crookston North - 02
Potholes,55.82857,-4.28901,S01009918,Maxwell Park - 07
Potholes,55.87958,-4.12235,S01010117,"Garthamlock, Auchinlea and Gartloch - 05"
Potholes,55.87002,-4.25503,S01010297,Woodside - 01
Potholes,55.87314,-4.32889,S01010391,Glasgow Harbour and Partick South - 04
Potholes,55.90845,-4.34952,S01010490,Drumchapel South - 03
Potholes,55.84698,-4.09236,S01010088,Baillieston East - 01
Potholes,55.81356,-4.25192,S01009967,Carmunnock North - 03
Potholes,55.841,-4.26327,S01009882,Pollokshields East - 02
Potholes,55.81994,-4.27314,S01009958,Merrylee and Millbrae - 04
Potholes,55.82835,-4.24951,S01009902,Battlefield - 04
Potholes,55.83658,-4.16858,S01010071,Shettleston South - 03
Potholes,55.8577,-4.19989,S01010245,Carntyne West and Haghill - 04
Potholes,55.86227,-4.23658,S01010262,City Centre East - 04
Potholes,55.85911,-4.23035,S01010262,City Centre East - 04
Potholes,55.85836,-4.22472,S01010254,Gallowgate North and Bellgrove - 01
Pavements/footpaths,55.89381,-4.34807,S01010461,Knightswood Park East - 02
Potholes,55.8631,-4.27526,S01010278,Anderston - 03
Potholes,55.83487,-4.27011,S01009909,Strathbungo - 05
Potholes,55.81281,-4.23057,S01009991,Castlemilk - 06
Potholes,55.83345,-4.35401,S01009803,Pollok North and East - 05
Potholes,55.84123,-4.36445,S01009817,Cardonald West and Central - 03
Potholes,55.84548,-4.25901,S01010033,Laurieston and Tradeston - 03
Potholes,55.8934,-4.2603,S01010331,Milton West - 02
Potholes,55.80552,-4.21505,S01009984,Glenwood North - 05
Potholes,55.84006,-4.18065,S01010065,Braidfauld - 05
Potholes,55.8278,-4.28286,S01009926,Shawlands East - 04
Potholes,55.84458,-4.34604,S01009806,Cardonald South and East - 01
Potholes,55.85408,-4.26909,S01010036,Laurieston and Tradeston - 06
